x,y,yearbook_table_trans,quantity,bgs_statistic_type_trans,bgs_commodity_code,units,country_trans,bgs_commodity_trans,concat_table_notes_code,concat_table_notes_text,country_iso2_code,bgs_sub_commodity_trans,country_iso3_code,erml_group,concat_figure_notes_text,year,pole_of_inaccessibility_longitude,erml_commodity,pole_of_inaccessibility_latitude,erml_sub_commodity,concat_figure_notes_code,yearbook_table_id,cgi_commodity_url
-119.677633,59.205383999999995,Mine production of platinum group metals,0,Production,2055,kilograms (metal content),Canada,"platinum group metals, mine",,,CA,Iridium,CAN,,,2022-01-01 00:00:00,-119.677633,,59.205384,,,113,
-119.677633,59.205383999999995,Mine production of copper,519691,Production,19941,tonnes (metal content),Canada,"copper, mine",,,CA,,CAN,Copper,,2022-01-01 00:00:00,-119.677633,"Copper (mine production, metal content)",59.205384,Ores and concentrates (metal content),,40,http://resource.geosciml.org/classifier/cgi/commodity-code/copper
-119.677633,59.205383999999995,Production of refined cobalt,5501,Production,617,tonnes (metric),Canada,"cobalt, refined",,,CA,,CAN,Cobalt,Including oxides.,2022-01-01 00:00:00,-119.677633,Cobalt (refined),59.205384,Refined,a,37,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt
-119.677633,59.205383999999995,Production of tantalum and niobium minerals,4500,Production,20302,tonnes (metric),Canada,tantalum and niobium minerals,,,CA,Pyrochlore -Nb content,CAN,,Estimates.,2022-01-01 00:00:00,-119.677633,,59.205384,,*,137,
-119.677633,59.205383999999995,Production of diamond,16217233,Production,853,Carats,Canada,diamond,,,CA,,CAN,Diamond,,2022-01-01 00:00:00,-119.677633,Diamond,59.205384,,,45,http://resource.geosciml.org/classifier/cgi/commodity-code/diamond
-119.677633,59.205383999999995,Production of ferro-alloys,10000,Production,866,tonnes (metric),Canada,ferro-alloys,,,CA,Ferro-niobium,CAN,,Estimates.,2022-01-01 00:00:00,-119.677633,,59.205384,,*,74,
-119.677633,59.205383999999995,Smelter production of copper,260000,Production,850,tonnes (metric),Canada,"copper, smelter",,,CA,,CAN,Copper,Estimates.,2022-01-01 00:00:00,-119.677633,"Copper, smelter",59.205384,,*,41,http://resource.geosciml.org/classifier/cgi/commodity-code/copper
-119.677633,59.205383999999995,Mine production of nickel,122115,Production,19951,tonnes (metal content),Canada,"nickel, mine",,,CA,,CAN,Nickel,,2022-01-01 00:00:00,-119.677633,"Nickel (mine production, metal content)",59.205384,Ores and concentates (metal content),,102,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel
-119.677633,59.205383999999995,Production of ferro-alloys,30000,Production,872,tonnes (metric),Canada,ferro-alloys,,,CA,Ferro-silicon,CAN,,Estimates.,2022-01-01 00:00:00,-119.677633,,59.205384,,*,74,
-119.677633,59.205383999999995,Mine production of cobalt,3534,Production,848,tonnes (metal content),Canada,"cobalt, mine",,,CA,,CAN,Cobalt,,2022-01-01 00:00:00,-119.677633,"Cobalt (mine production, metal content)",59.205384,Ores and concentrates (metal content),,36,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt
-119.677633,59.205383999999995,Production of ferro-alloys,1600,Production,876,tonnes (metric),Canada,ferro-alloys,,,CA,Ferro-vanadium,CAN,,Estimates.,2022-01-01 00:00:00,-119.677633,,59.205384,,*,74,
-119.677633,59.205383999999995,Production of refined tellurium,27,Production,970,tonnes (metric),Canada,"tellurium, refined",,,CA,,CAN,Tellurium,Estimates.,2023-01-01 00:00:00,-119.677633,Tellurium,59.205384,,*,168,http://resource.geosciml.org/classifier/cgi/commodity-code/tellurium
-119.677633,59.205383999999995,Production of tantalum and niobium minerals,8500,Production,966,tonnes (metric),Canada,tantalum and niobium minerals,,,CA,Pyrochlore,CAN,Tantalum and niobium,Estimates.,2023-01-01 00:00:00,-119.677633,Pyrochlore,59.205384,,*,137,http://www.opengis.net/def/nil/ogc/0/missing
-119.677633,59.205383999999995,Production of iron ore,59421934,Production,662,tonnes (metric),Canada,iron ore,,,CA,,CAN,Iron and steel,Including by-product iron ore.,2023-01-01 00:00:00,-119.677633,Iron ore,59.205384,,g,69,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore
-119.677633,59.205383999999995,Production of crude steel,12111000,Production,946,tonnes (metric),Canada,"steel, crude",,,CA,,CAN,Iron and steel,,2023-01-01 00:00:00,-119.677633,Crude steel,59.205384,,,73,http://resource.geosciml.org/classifier/cgi/commodity-code/ferrous-metal
-119.677633,59.205383999999995,Mine production of cobalt,5099,Production,848,tonnes (metal content),Canada,"cobalt, mine",,,CA,,CAN,Cobalt,,2023-01-01 00:00:00,-119.677633,"Cobalt (mine production, metal content)",59.205384,Ores and concentrates (metal content),,36,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt
-119.677633,59.205383999999995,Mine production of platinum group metals,0,Production,2055,kilograms (metal content),Canada,"platinum group metals, mine",,,CA,Iridium,CAN,,,2023-01-01 00:00:00,-119.677633,,59.205384,,,113,
-119.677633,59.205383999999995,Production of magnesite,200000,Production,712,tonnes (metric),Canada,magnesite,,,CA,,CAN,Magnesite,Estimates.|Officially described as magnesitic dolomite and brucite.,2023-01-01 00:00:00,-119.677633,Magnesite and magnesia,59.205384,Magnesite,*|b,87,http://resource.geosciml.org/classifier/cgi/commodity-code/magnesite
-119.677633,59.205383999999995,Production of slab zinc,504200,Production,945,tonnes (metric),Canada,"zinc, slab",,,CA,,CAN,Zinc,,2023-01-01 00:00:00,-119.677633,"Zinc, slab",59.205384,,,154,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc
-119.677633,59.205383999999995,Production of refined selenium,120,Production,939,tonnes (metric),Canada,"selenium, refined",,,CA,,CAN,Selenium,Estimates.,2023-01-01 00:00:00,-119.677633,Selenium metal,59.205384,,*,166,http://resource.geosciml.org/classifier/cgi/commodity-code/selenium
-119.677633,59.205383999999995,Production of mica,14000,Production,716,tonnes (metric),Canada,mica,,,CA,,CAN,Mica,Estimates.,2023-01-01 00:00:00,-119.677633,Mica,59.205384,Mica,*,96,http://resource.geosciml.org/classifier/cgi/commodity-code/mica
-119.677633,59.205383999999995,Production of salt,15245016,Production,935,tonnes (metric),Canada,salt,,,CA,Rock salt,CAN,Salt,,2023-01-01 00:00:00,-119.677633,Salt,59.205384,Rock salt,,122,http://resource.geosciml.org/classifier/cgi/commodity-code/salt
-119.677633,59.205383999999995,Production of salt,804721,Production,934,tonnes (metric),Canada,salt,,,CA,Other salt,CAN,Salt,Including salt in brine.,2023-01-01 00:00:00,-119.677633,Salt,59.205384,Other salt,e,122,http://resource.geosciml.org/classifier/cgi/commodity-code/salt
-119.677633,59.205383999999995,Mine production of platinum group metals,16114,Production,743,kilograms (metal content),Canada,"platinum group metals, mine",,,CA,Palladium,CAN,Platinum group metals,Estimates.,2023-01-01 00:00:00,-119.677633,"Platinum group metals (mine production, metal content)",59.205384,Ores and concentrates (Palladium content),*,113,http://resource.geosciml.org/classifier/cgi/commodity-code/palladium
-119.677633,59.205383999999995,Mine production of bismuth,0,Production,834,tonnes (metal content),Canada,"bismuth, mine",,,CA,,CAN,Bismuth,,2023-01-01 00:00:00,-119.677633,"Bismuth (mine production, metal content)",59.205384,mine production (metal content),,21,http://resource.geosciml.org/classifier/cgi/commodity-code/bismuth
-119.677633,59.205383999999995,Mine production of copper,499791,Production,19941,tonnes (metal content),Canada,"copper, mine",,,CA,,CAN,Copper,,2023-01-01 00:00:00,-119.677633,"Copper (mine production, metal content)",59.205384,Ores and concentrates (metal content),,40,http://resource.geosciml.org/classifier/cgi/commodity-code/copper
-119.677633,59.205383999999995,Production of refined cobalt,4923,Production,617,tonnes (metric),Canada,"cobalt, refined",,,CA,,CAN,Cobalt,Including oxides.,2023-01-01 00:00:00,-119.677633,Cobalt (refined),59.205384,Refined,a,37,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt
-119.677633,59.205383999999995,Mine production of nickel,158668,Production,19951,tonnes (metal content),Canada,"nickel, mine",,,CA,,CAN,Nickel,,2023-01-01 00:00:00,-119.677633,"Nickel (mine production, metal content)",59.205384,Ores and concentates (metal content),,102,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel
-119.677633,59.205383999999995,Production of refined lead,190900,Production,929,tonnes (metric),Canada,"lead, refined",,,CA,,CAN,Lead,,2023-01-01 00:00:00,-119.677633,"Lead, refined",59.205384,,,81,http://resource.geosciml.org/classifier/cgi/commodity-code/lead
-119.677633,59.205383999999995,Mine production of lead,2000,Production,891,tonnes (metal content),Canada,"lead, mine",,,CA,,CAN,Lead,,2023-01-01 00:00:00,-119.677633,"Lead (mine production, metal content)",59.205384,ore and concentrates (metal content),,80,http://resource.geosciml.org/classifier/cgi/commodity-code/lead
-119.677633,59.205383999999995,Mine production of platinum group metals,5174,Production,744,kilograms (metal content),Canada,"platinum group metals, mine",,,CA,Platinum,CAN,Platinum group metals,Estimates.,2023-01-01 00:00:00,-119.677633,"Platinum group metals (mine production, metal content)",59.205384,Ores and concentates (Platinum content),*,113,http://resource.geosciml.org/classifier/cgi/commodity-code/platinum
-119.677633,59.205383999999995,Production of refined copper,314700,Production,928,tonnes (metric),Canada,"copper, refined",,,CA,,CAN,Copper,,2023-01-01 00:00:00,-119.677633,"Copper, refined",59.205384,,,42,http://resource.geosciml.org/classifier/cgi/commodity-code/copper
-119.677633,59.205383999999995,Refinery production of indium,40,Production,20243,tonnes (metric),Canada,"indium, refinery",,,CA,,CAN,Indium,Estimates.,2023-01-01 00:00:00,-119.677633,"Indium, refined",59.205384,,*,738,http://resource.geosciml.org/classifier/cgi/commodity-code/indium
-119.677633,59.205383999999995,Production of coal,48067394,Production,613,tonnes (metric),Canada,coal,,,CA,Coal,CAN,,,2023-01-01 00:00:00,-119.677633,,59.205384,,,33,
-119.677633,59.205383999999995,Production of diamond,16160688,Production,853,Carats,Canada,diamond,,,CA,,CAN,Diamond,,2023-01-01 00:00:00,-119.677633,Diamond,59.205384,,,45,http://resource.geosciml.org/classifier/cgi/commodity-code/diamond
-119.677633,59.205383999999995,Production of primary aluminium,3301844,Production,922,tonnes (metric),Canada,"aluminium, primary",,,CA,,CAN,"Bauxite, alumina and aluminium",,2023-01-01 00:00:00,-119.677633,Aluminium,59.205384,Primary metal,,3,http://resource.geosciml.org/classifier/cgi/commodity-code/aluminium
-119.677633,59.205383999999995,Production of potash,14043046,Production,748,tonnes (K20 content),Canada,potash,,,CA,Chloride,CAN,Potash,,2023-01-01 00:00:00,-119.677633,Potash,59.205384,Chloride,,116,http://resource.geosciml.org/classifier/cgi/commodity-code/potash
-119.677633,59.205383999999995,Smelter production of copper,280000,Production,850,tonnes (metric),Canada,"copper, smelter",,,CA,,CAN,Copper,Estimates.,2023-01-01 00:00:00,-119.677633,"Copper, smelter",59.205384,,*,41,http://resource.geosciml.org/classifier/cgi/commodity-code/copper
-119.677633,59.205383999999995,Production of pig iron,7400000,Production,913,tonnes (metric),Canada,"iron, pig",,,CA,,CAN,Iron and steel,Estimates.,2023-01-01 00:00:00,-119.677633,Pig iron,59.205384,Pig iron,*,72,http://resource.geosciml.org/classifier/cgi/commodity-code/iron
-119.677633,59.205383999999995,Smelter/refinery production of nickel,130000,Production,907,tonnes (metric),Canada,"nickel, smelter/refinery",,,CA,,CAN,Nickel,Estimates.,2023-01-01 00:00:00,-119.677633,"Nickel, smelter/refinery",59.205384,,*,103,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel
-119.677633,59.205383999999995,Production of talc,150000,Production,774,tonnes (metric),Canada,talc,,,CA,,CAN,Talc,Estimates.|Including pyrophyllite.,2023-01-01 00:00:00,-119.677633,Talc,59.205384,,*|k,134,http://resource.geosciml.org/classifier/cgi/commodity-code/talc
-119.677633,59.205383999999995,Production of nepheline syenite,771082,Production,906,tonnes (metric),Canada,nepheline syenite,,,CA,,CAN,Nepheline syenite,,2023-01-01 00:00:00,-119.677633,Nepheline syenite,59.205384,,,164,http://resource.geosciml.org/classifier/cgi/commodity-code/nepheline-syenite
-119.677633,59.205383999999995,Mine production of antimony,0,Production,821,tonnes (metal content),Canada,"antimony, mine",,,CA,,CAN,Antimony,Estimates.,2023-01-01 00:00:00,-119.677633,"Antimony (mine production, metal production)",59.205384,Ores and concentrates (metal content),*,6,http://resource.geosciml.org/classifier/cgi/commodity-code/antimony
-119.677633,59.205383999999995,Production of ferro-alloys,10000,Production,866,tonnes (metric),Canada,ferro-alloys,,,CA,Ferro-niobium,CAN,,Estimates.,2023-01-01 00:00:00,-119.677633,,59.205384,,*,74,
-119.677633,59.205383999999995,Production of ferro-alloys,40000,Production,878,tonnes (metric),Canada,ferro-alloys,,,CA,Silicon metal,CAN,,Estimates.,2023-01-01 00:00:00,-119.677633,,59.205384,,*,74,
-119.677633,59.205383999999995,Production of titanium minerals,1900000,Production,791,tonnes (metric),Canada,titanium minerals,,,CA,Ilmenite,CAN,Titanium,"Estimates.|Canada produces some ilmenite which is sold as such and not processed into slag, but tonnages are small.|It is believed that the majority of this is processed into slag.",2023-01-01 00:00:00,-119.677633,Titanium minerals,59.205384,Ilmenite,*|a|b,144,http://resource.geosciml.org/classifier/cgi/commodity-code/ilmenite
-119.677633,59.205383999999995,Production of natural gas,190300,Production,905,million cubic metres,Canada,natural gas,,,CA,,CAN,,,2023-01-01 00:00:00,-119.677633,,59.205384,,,107,
-119.677633,59.205383999999995,Production of ferro-alloys,1500,Production,876,tonnes (metric),Canada,ferro-alloys,,,CA,Ferro-vanadium,CAN,,Estimates.,2023-01-01 00:00:00,-119.677633,,59.205384,,*,74,
-119.677633,59.205383999999995,Production of tantalum and niobium minerals,3240,Production,20302,tonnes (metric),Canada,tantalum and niobium minerals,,,CA,Pyrochlore -Nb content,CAN,,Estimates.,2023-01-01 00:00:00,-119.677633,,59.205384,,*,137,
-119.677633,59.205383999999995,Mine production of molybdenum,1369,Production,903,tonnes (metal content),Canada,"molybdenum, mine",,,CA,,CAN,Molybdenum,,2023-01-01 00:00:00,-119.677633,"Molybdenum (mine production, metal content)",59.205384,Ores and concentrates (metal content),,99,http://resource.geosciml.org/classifier/cgi/commodity-code/molybdenum
-119.677633,59.205383999999995,Production of alumina,1501000,Production,820,tonnes (Al2O3 content),Canada,alumina,,,CA,,CAN,"Bauxite, alumina and aluminium",,2023-01-01 00:00:00,-119.677633,Alumina,59.205384,Alumina,,2,http://resource.geosciml.org/classifier/cgi/commodity-code/alumina
-119.677633,59.205383999999995,Production of crude petroleum,277900000,Production,634,tonnes (metric),Canada,"petroleum, crude",,,CA,,CAN,,,2023-01-01 00:00:00,-119.677633,,59.205384,,,106,
-119.677633,59.205383999999995,Mine production of gold,198335,Production,883,kilograms,Canada,"gold, mine",,,CA,,CAN,Gold,,2023-01-01 00:00:00,-119.677633,"Gold (mine production, metal production)",59.205384,Ores and concentrates (metal content),,57,http://resource.geosciml.org/classifier/cgi/commodity-code/gold
-119.677633,59.205383999999995,Production of barytes,30000,Production,1043,tonnes (metric),Canada,barytes,,,CA,,CAN,Barytes,Estimates.,2023-01-01 00:00:00,-119.677633,Barytes,59.205384,,*,15,http://resource.geosciml.org/classifier/cgi/commodity-code/baryte
-119.677633,59.205383999999995,Mine production of platinum group metals,0,Production,1021,kilograms (metal content),Canada,"platinum group metals, mine",,,CA,Rhodium,CAN,,,2023-01-01 00:00:00,-119.677633,,59.205384,,,113,
-119.677633,59.205383999999995,Mine production of zinc,99789,Production,982,tonnes (metal content),Canada,"zinc, mine",,,CA,,CAN,Zinc,,2023-01-01 00:00:00,-119.677633,"Zinc (mine production, metal content)",59.205384,Ores and concentrates (metal content),,153,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc
-119.677633,59.205383999999995,Production of cadmium,1800,Production,602,tonnes (metric),Canada,cadmium,,,CA,,CAN,Cadmium,Estimates.|Including cadmium sponge and/or secondary metal.,2023-01-01 00:00:00,-119.677633,Cadmium,59.205384,Metal,*|a,27,http://resource.geosciml.org/classifier/cgi/commodity-code/cadmium
-119.677633,59.205383999999995,Production of ferro-alloys,30000,Production,872,tonnes (metric),Canada,ferro-alloys,,,CA,Ferro-silicon,CAN,,Estimates.,2023-01-01 00:00:00,-119.677633,,59.205384,,*,74,
-119.677633,59.205383999999995,Mine production of silver,306263,Production,1995,kilograms (metal content),Canada,"silver, mine",,,CA,,CAN,Silver,,2023-01-01 00:00:00,-119.677633,"Silver (mine production, metal content)",59.205384,Ores and concentrates (metal content),,128,http://resource.geosciml.org/classifier/cgi/commodity-code/silver
